episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/av,policy_reward_max/av,policy_reward_mean/av,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/av/cur_kl_coeff,info/learner/av/cur_lr,info/learner/av/total_loss,info/learner/av/policy_loss,info/learner/av/vf_loss,info/learner/av/vf_explained_var,info/learner/av/kl,info/learner/av/entropy,info/learner/av/entropy_coeff
-123.72537478411327,-155.00639311885837,-137.83732535615084,200.0,63,12600,False,176400,882,14,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-26-04,1606290964,127.80538272857666,1821.420015335083,3597,Rambo,192.168.1.15,1821.420015335083,176400,14,5,645d8de6,0,-25.834398853143067,-20.6208957973522,-22.972887559358487,35.264120128789344,7.396798706574185,1.6856114456180702,1057280,176400,114644.091,32.143,14410.405,8.989,60.815934065934066,65.77087912087913,2.441406286379788e-05,4.999999873689376e-05,12.349679,-0.0007330773,12.350412,0.5065685,0.0038120197,1.3155326,0.0
-119.54099882896563,-155.00639311885837,-134.19451299015424,200.0,63,12600,False,189000,945,15,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-28-14,1606291094,129.32016682624817,1950.7401821613312,3597,Rambo,192.168.1.15,1950.7401821613312,189000,15,5,645d8de6,0,-25.834398853143067,-19.9234998048277,-22.365752165025704,35.276531338686944,7.390654088656322,1.6850173782752136,1132800,189000,114283.958,32.292,14406.543,8.88,61.17405405405406,65.7789189189189,1.220703143189894e-05,4.999999873689376e-05,11.373634,-0.0011058485,11.374741,0.5098223,0.0033195813,1.3018568,0.0
-121.19094123413647,-146.2320904941225,-131.15399741077005,200.0,63,12600,False,201600,1008,16,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-30-23,1606291223,129.29050540924072,2080.030687570572,3597,Rambo,192.168.1.15,2080.030687570572,201600,16,5,645d8de6,0,-24.37201508235365,-20.19849020568941,-21.858999568461677,35.27513050626926,7.391945453538722,1.684093568669196,1208320,201600,114412.143,32.329,14407.948,8.535,61.41195652173913,65.90815217391304,6.10351571594947e-06,4.999999873689376e-05,11.185632,-0.0010604458,11.186692,0.49700618,0.0038741597,1.2707582,0.0
-120.7508602452547,-142.3305966982503,-129.4043979081518,200.0,63,12600,False,214200,1071,17,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-32-32,1606291352,129.23338985443115,2209.264077425003,3597,Rambo,192.168.1.15,2209.264077425003,214200,17,5,645d8de6,0,-23.721766116375083,-20.125143374209106,-21.567399651358638,35.26103775699394,7.393659497897836,1.6834826502321654,1283840,214200,114540.709,32.345,14404.184,8.584,61.12010869565216,65.97391304347825,3.051757857974735e-06,4.999999873689376e-05,10.630815,-0.0011655496,10.63198,0.49736664,0.0027460326,1.2537032,0.0
-118.00401827054473,-138.47373298241482,-128.12188924241212,200.0,63,12600,False,226800,1134,18,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-34-41,1606291481,128.44161105155945,2337.7056884765625,3597,Rambo,192.168.1.15,2337.7056884765625,226800,18,5,645d8de6,0,-23.078955497069096,-19.66733637842414,-21.35364820706868,35.251137196142615,7.393189684077331,1.682850667891173,1359360,226800,114275.192,32.286,14364.036,8.749,61.02391304347826,66.05923913043479,1.5258789289873675e-06,4.999999873689376e-05,10.390445,-0.0010807558,10.391525,0.49135214,0.003650582,1.2359217,0.0
-116.78410169670325,-139.08871818953335,-126.55185089521748,200.0,63,12600,False,239400,1197,19,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-36-48,1606291608,127.57384300231934,2465.279531478882,3597,Rambo,192.168.1.15,2465.279531478882,239400,19,5,645d8de6,0,-23.18145303158892,-19.464016949450606,-21.09197514920291,35.216697933982125,7.3909992073553585,1.6810935681190335,1434880,239400,113963.506,32.335,14364.434,8.798,60.676373626373625,66.14945054945055,7.629394644936838e-07,4.999999873689376e-05,9.961193,-0.0012686114,9.962461,0.4919004,0.0040687458,1.2118918,0.0
-116.78578823015773,-139.08871818953335,-125.60921332963558,200.0,63,12600,False,252000,1260,20,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-39-01,1606291741,132.2808232307434,2597.5603547096252,3597,Rambo,192.168.1.15,2597.5603547096252,252000,20,5,645d8de6,0,-23.18145303158892,-19.464298038359576,-20.9348688882726,35.22504018674974,7.3921960692969595,1.6822855708302666,1510400,252000,114348.587,32.502,14424.179,8.794,63.50851063829787,66.48297872340426,3.814697322468419e-07,4.999999873689376e-05,9.467833,-0.0010760745,9.468909,0.5048019,0.0029391497,1.1943337,0.0
-110.49478266031367,-133.7745274431829,-124.44145393379281,200.0,63,12600,False,264600,1323,21,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-41-10,1606291870,129.46972513198853,2727.0300798416138,3597,Rambo,192.168.1.15,2727.0300798416138,264600,21,5,645d8de6,0,-22.295754573863768,-18.41579711005236,-20.740242322298798,35.230944137309955,7.3935152309141365,1.6829430280896225,1585920,264600,114474.818,33.614,14420.794,8.605,61.28378378378378,66.3427027027027,1.9073486612342094e-07,4.999999873689376e-05,9.237079,-0.0011185056,9.238196,0.49826035,0.003242595,1.1934266,0.0
-110.49478266031367,-137.69765720940026,-124.35605247301596,200.0,63,12600,False,277200,1386,22,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-43-17,1606291997,127.00892043113708,2854.039000272751,3597,Rambo,192.168.1.15,2854.039000272751,277200,22,5,645d8de6,0,-22.94960953490005,-18.41579711005236,-20.726008745502654,35.20554758207862,7.389396585732333,1.6816118833463214,1661440,277200,114447.176,33.657,14416.235,8.446,60.54861878453038,66.3696132596685,9.536743306171047e-08,4.999999873689376e-05,9.061046,-0.001587899,9.0626335,0.49056312,0.005611061,1.1594805,0.0
-110.3998755353563,-137.69765720940026,-123.41045244684479,200.0,63,12600,False,289800,1449,23,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-45-25,1606292125,128.13545036315918,2982.17445063591,3597,Rambo,192.168.1.15,2982.17445063591,289800,23,5,645d8de6,0,-22.94960953490005,-18.399979255892717,-20.5684087411408,35.182966257497725,7.3859580376177885,1.6803387708083128,1736960,289800,114371.607,33.695,14417.376,8.349,61.13005464480874,66.23387978142077,4.7683716530855236e-08,4.999999873689376e-05,8.686114,-0.0011341965,8.687248,0.49771398,0.003861167,1.1523087,0.0
-110.3998755353563,-131.04681647072516,-122.48837580809273,200.0,63,12600,False,302400,1512,24,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-47-33,1606292253,127.535001039505,3109.709451675415,3597,Rambo,192.168.1.15,3109.709451675415,302400,24,5,645d8de6,0,-21.84113607845412,-18.399979255892717,-20.414729301348792,35.16089112723154,7.383509034015219,1.6792620452465872,1812480,302400,114341.009,33.664,14421.109,8.159,60.98021978021977,65.89835164835165,2.3841858265427618e-08,4.999999873689376e-05,8.583359,-0.0019127363,8.585272,0.47931653,0.005248765,1.1283243,0.0
-112.5706078077857,-134.11820869741547,-122.55904093494267,200.0,63,12600,False,315000,1575,25,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-49-41,1606292381,127.77071070671082,3237.480162382126,3597,Rambo,192.168.1.15,3237.480162382126,315000,25,5,645d8de6,0,-22.35303478290254,-18.761767967964328,-20.42650682249046,35.13869674678352,7.380867623658653,1.6782224800953447,1888000,315000,114162.674,33.443,14444.657,8.112,60.70989010989011,65.97692307692309,1.1920929132713809e-08,4.999999873689376e-05,8.324351,-0.0006625169,8.325013,0.4957176,0.0028380728,1.1151067,0.0
-112.5706078077857,-134.11820869741547,-122.37034616349621,200.0,63,12600,False,327600,1638,26,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-51-49,1606292509,128.17955589294434,3365.65971827507,3597,Rambo,192.168.1.15,3365.65971827507,327600,26,5,645d8de6,0,-22.35303478290254,-18.761767967964328,-20.395057693916037,35.12312171034347,7.37970246113139,1.6771530980868394,1963520,327600,114052.749,33.456,14442.578,8.148,60.83224043715847,65.9398907103825,5.9604645663569045e-09,4.999999873689376e-05,8.214234,-0.0011334658,8.215369,0.48454574,0.003274514,1.1198474,0.0
-112.77714854130876,-128.69987984239356,-121.8619660818233,200.0,63,12600,False,340200,1701,27,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-53-57,1606292637,127.71507048606873,3493.374788761139,3597,Rambo,192.168.1.15,3493.374788761139,340200,27,5,645d8de6,0,-21.449979973732297,-18.796191423551424,-20.310327680303885,35.10685941941786,7.378601519756679,1.6763462764740433,2039040,340200,113928.464,33.468,14414.783,8.136,60.630769230769225,65.96318681318682,2.9802322831784522e-09,4.999999873689376e-05,8.338417,-0.0014513572,8.339868,0.47127798,0.0033940698,1.0977772,0.0
-112.77714854130876,-132.79308686386278,-122.47225205737784,200.0,63,12600,False,352800,1764,28,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-56-07,1606292767,129.9831347465515,3623.3579235076904,3597,Rambo,192.168.1.15,3623.3579235076904,352800,28,5,645d8de6,0,-22.13218114397714,-18.796191423551424,-20.412042009562967,35.10025228631283,7.377473562324954,1.675870922499608,2114560,352800,113998.47,33.459,14499.058,8.025,60.91129032258065,66.03548387096775,1.4901161415892261e-09,4.999999873689376e-05,8.293399,-0.0015879766,8.294988,0.4902542,0.0039786007,1.0635124,0.0
-116.64434731463794,-130.5074025077779,-122.85465448577374,200.0,63,12600,False,365400,1827,29,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_13-58-16,1606292896,128.7200915813446,3752.078015089035,3597,Rambo,192.168.1.15,3752.078015089035,365400,29,5,645d8de6,0,-21.751233751296315,-19.440724552439637,-20.47577574762895,35.09806696251351,7.376478753933068,1.6757142418961757,2190080,365400,114113.45,33.491,14497.79,7.832,60.99726775956284,66.11639344262295,7.450580707946131e-10,4.999999873689376e-05,8.10495,-0.0010373703,8.105987,0.49897766,0.003048376,1.0615741,0.0
-115.66150742323461,-130.71333070754028,-122.86871087142079,200.0,63,12600,False,378000,1890,30,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-00-25,1606293025,129.68945026397705,3881.767465353012,3597,Rambo,192.168.1.15,3881.767465353012,378000,30,5,645d8de6,0,-21.785555117923263,-19.276917903872405,-20.478118478570135,35.11732456776653,7.374841286018931,1.676001179917435,2265600,378000,113946.514,33.33,14405.532,7.919,60.95783783783784,66.16540540540542,3.7252903539730653e-10,4.999999873689376e-05,7.9924383,-0.0015455703,7.9939833,0.49388278,0.0035665012,1.0538557,0.0
-115.66150742323461,-132.4294196919426,-123.17124039458766,200.0,63,12600,False,390600,1953,31,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-02-36,1606293156,130.53108167648315,4012.2985470294952,3597,Rambo,192.168.1.15,4012.2985470294952,390600,31,5,645d8de6,0,-22.071569948657157,-19.276917903872405,-20.528540065764616,35.13284656039218,7.375532986900854,1.6765482607034516,2341120,390600,114057.079,32.268,14401.796,8.136,61.065775401069516,66.05294117647058,1.8626451769865326e-10,4.999999873689376e-05,7.944076,-0.0010223683,7.945098,0.49639845,0.0035292536,1.0425483,0.0
-116.92344754739315,-136.1108544162868,-123.8558469521098,200.0,63,12600,False,403200,2016,32,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-04-46,1606293286,130.54987931251526,4142.8484263420105,3597,Rambo,192.168.1.15,4142.8484263420105,403200,32,5,645d8de6,0,-22.685142402714526,-19.487241257898923,-20.642641158684974,35.140678285425054,7.378534730313613,1.6772045761330148,2416640,403200,114413.012,32.247,14399.819,8.333,61.377419354838715,66.21774193548387,9.313225884932663e-11,4.999999873689376e-05,7.7743106,-0.0007696588,7.77508,0.51344347,0.0028382535,1.0347898,0.0
-112.56378189980558,-136.1108544162868,-123.95090032453486,200.0,63,12600,False,415800,2079,33,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-06-58,1606293418,131.22536087036133,4274.073787212372,3597,Rambo,192.168.1.15,4274.073787212372,415800,33,5,645d8de6,0,-22.685142402714526,-18.7606303166343,-20.658483387422486,35.16968718465834,7.378927694252593,1.6783028157793771,2492160,415800,114721.501,32.215,14400.257,8.411,60.94385026737968,66.28342245989305,4.6566129424663316e-11,4.999999873689376e-05,7.731894,-0.00145075,7.7333436,0.5166686,0.0043628793,1.0117247,0.0
-112.56378189980558,-131.03242619664735,-122.6942838275335,200.0,63,12600,False,428400,2142,34,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-09-08,1606293548,130.45860719680786,4404.53239440918,3597,Rambo,192.168.1.15,4404.53239440918,428400,34,5,645d8de6,0,-21.838737699441307,-18.7606303166343,-20.44904730458892,35.184705164288495,7.380069243150565,1.6787632166184505,2567680,428400,115009.527,32.201,14404.731,8.408,61.06075268817204,66.3220430107527,2.3283064712331658e-11,4.999999873689376e-05,7.6409593,-0.0010517399,7.642011,0.5092637,0.0037014342,0.9983052,0.0
-113.1257388743399,-131.81458896137494,-122.14368561429157,200.0,63,12600,False,441000,2205,35,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-11-20,1606293680,131.7373547554016,4536.269749164581,3597,Rambo,192.168.1.15,4536.269749164581,441000,35,5,645d8de6,0,-21.969098160229038,-18.85428981239001,-20.357280935715256,35.19637745774123,7.38386919534556,1.679483410672322,2643200,441000,115429.868,32.145,14381.27,8.393,61.16170212765958,66.08031914893617,1.1641532356165829e-11,4.999999873689376e-05,7.63655,-0.0010946452,7.637644,0.5047504,0.003270945,0.9827558,0.0
-114.36442326571083,-131.81458896137494,-121.34012262632903,200.0,63,12600,False,453600,2268,36,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-13-32,1606293812,131.8441035747528,4668.113852739334,3597,Rambo,192.168.1.15,4668.113852739334,453600,36,5,645d8de6,0,-21.969098160229038,-19.060737210951828,-20.223353771054846,35.2218429270677,7.385805773837014,1.6803715861443413,2718720,453600,115767.444,32.167,14410.9,8.367,61.3031914893617,66.10159574468086,5.8207661780829145e-12,4.999999873689376e-05,7.4552503,-0.00088453427,7.4561343,0.5063066,0.0036922148,0.98129326,0.0
-114.08828046135407,-132.93118408853155,-121.66634414100136,200.0,63,12600,False,466200,2331,37,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-15-45,1606293945,132.75962114334106,4800.873473882675,3597,Rambo,192.168.1.15,4800.873473882675,466200,37,5,645d8de6,0,-22.155197348088603,-19.014713410225678,-20.277724023500234,35.245067719819474,7.3883933145399645,1.6817304673359574,2794240,466200,116276.494,32.186,14406.481,8.401,61.617368421052625,66.14947368421053,2.9103830890414573e-12,4.999999873689376e-05,7.579742,-0.00083581614,7.580578,0.5008405,0.003342345,0.96927243,0.0
-114.08828046135407,-132.93118408853155,-122.09252218087023,200.0,63,12600,False,478800,2394,38,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-17-56,1606294076,131.69164538383484,4932.56511926651,3597,Rambo,192.168.1.15,4932.56511926651,478800,38,5,645d8de6,0,-22.155197348088603,-19.014713410225678,-20.34875369681171,35.27513314622654,7.389969844242943,1.6831502011864605,2869760,478800,116554.491,32.21,14299.255,8.381,61.30691489361703,66.18244680851063,1.4551915445207286e-12,4.999999873689376e-05,7.606764,-0.0013076741,7.6080713,0.4986407,0.003980139,0.9695166,0.0
-114.91893129374398,-131.4865867879071,-122.28907869156015,200.0,63,12600,False,491400,2457,39,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-20-09,1606294209,132.50375819206238,5065.068877458572,3597,Rambo,192.168.1.15,5065.068877458572,491400,39,5,645d8de6,0,-21.914431131317816,-19.153155215623993,-20.381513115260027,35.2946398298289,7.392436873968718,1.6839501506385768,2945280,491400,116904.582,32.186,14328.419,8.527,61.23439153439153,66.21058201058203,7.275957722603643e-13,4.999999873689376e-05,7.4654117,-0.0011863313,7.4665976,0.515356,0.0041200314,0.9675183,0.0
-112.21295871547191,-131.4865867879071,-121.51514481878836,200.0,63,12600,False,504000,2520,40,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-22-21,1606294341,132.21480178833008,5197.2836792469025,3597,Rambo,192.168.1.15,5197.2836792469025,504000,40,5,645d8de6,0,-21.914431131317816,-18.70215978591194,-20.252524136464725,35.32214401332164,7.394833741959596,1.685357854217348,3020800,504000,117152.811,32.157,14332.907,8.52,61.299468085106376,66.125,3.6379788613018216e-13,4.999999873689376e-05,7.544086,-0.00089120725,7.5449767,0.5088358,0.0040043467,0.9461039,0.0
-111.38629246276327,-128.8926581348388,-121.11475653659973,200.0,63,12600,False,516600,2583,41,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-24-34,1606294474,132.83960008621216,5330.123279333115,3597,Rambo,192.168.1.15,5330.123279333115,516600,41,5,645d8de6,0,-21.48210968913979,-18.564382077127156,-20.185792756099964,35.35077576378902,7.396661923020543,1.6862847353364379,3096320,516600,117386.559,32.108,14330.412,8.334,61.3157894736842,66.19578947368421,1.8189894306509108e-13,4.999999873689376e-05,7.181471,-0.0016399979,7.183111,0.5167767,0.005164864,0.92979074,0.0
-110.52353169988783,-126.89747412095964,-119.9351532134325,200.0,63,12600,False,529200,2646,42,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-26-47,1606294607,133.05620694160461,5463.179486274719,3597,Rambo,192.168.1.15,5463.179486274719,529200,42,5,645d8de6,0,-21.149579020159933,-18.42058861664803,-19.98919220223875,35.36909796194486,7.399522337643034,1.6872683826813328,3171840,529200,117634.16,32.067,14332.674,8.161,61.28631578947368,66.24894736842104,9.094947153254554e-14,4.999999873689376e-05,7.1254296,-0.0013858177,7.126816,0.50636584,0.0048095128,0.935196,0.0
-112.95462767603877,-127.29200828071563,-120.27308877797878,200.0,63,12600,False,541800,2709,43,07a6ad50674f4cfa9c5a21363044c8c2,2020-11-25_14-29-02,1606294742,134.18755555152893,5597.367041826248,3597,Rambo,192.168.1.15,5597.367041826248,541800,43,5,645d8de6,0,-21.215334713452634,-18.825771279339804,-20.045514796329797,35.40442690886723,7.40158371086116,1.6888556115480526,3247360,541800,117909.433,32.055,14353.552,8.094,61.67958115183246,66.3068062827225,4.547473576627277e-14,4.999999873689376e-05,7.22548,-0.0011792982,7.2266593,0.50266796,0.004927652,0.9087837,0.0
