episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-313.44109102400125,-385.4099932818644,-346.6415910554616,400.0,61,25200,False,781200,1951,31,774b24d199954f7685399f3f1314ee19,2020-12-01_03-04-52,1606772092,195.6789526939392,6266.037051200867,9587,Rambo,192.168.1.15,6266.037051200867,781200,31,5,42ffd60e,0,33.25514966041299,3.5377078896777387,1.6603145060821476,777728,781200,190696.689,105.251,3897.508,6.181,65.40931899641576,66.15125448028672,0.0062500000931322575,4.999999873689376e-05,627.52136,-0.015993861,627.5373,-3.649264e-09,0.015579754,11.30549,0.0
-306.4124159396755,-390.01025514187745,-344.1357143770882,400.0,65,25200,False,806400,2016,32,774b24d199954f7685399f3f1314ee19,2020-12-01_03-08-04,1606772284,192.07178139686584,6458.1088325977325,9587,Rambo,192.168.1.15,6458.1088325977325,806400,32,5,42ffd60e,0,33.20895488911719,3.5354690986333317,1.6567032499083145,802816,806400,190380.927,101.33,3977.457,5.798,66.16970802919708,66.32737226277372,0.0062500000931322575,4.999999873689376e-05,646.1679,-0.015748948,646.1836,-3.0410534e-09,0.014653396,11.169713,0.0
-306.4124159396755,-390.01025514187745,-343.78263538821477,400.0,61,25200,False,831600,2077,33,774b24d199954f7685399f3f1314ee19,2020-12-01_03-11-16,1606772476,192.39216780662537,6650.501000404358,9587,Rambo,192.168.1.15,6650.501000404358,831600,33,5,42ffd60e,0,33.16838063221039,3.533063235971996,1.653797548105141,827904,831600,190136.447,101.423,3924.905,6.231,65.85328467153285,66.49014598540145,0.0062500000931322575,4.999999873689376e-05,647.9303,-0.015035061,647.94525,-5.473896e-09,0.015072813,11.304501,0.0
-301.51713243778755,-379.05081761463333,-341.46164466524095,400.0,65,25200,False,856800,2142,34,774b24d199954f7685399f3f1314ee19,2020-12-01_03-14-29,1606772669,193.06270289421082,6843.563703298569,9587,Rambo,192.168.1.15,6843.563703298569,856800,34,5,42ffd60e,0,33.13167899671248,3.5310440344720115,1.6510587085948516,852992,856800,189893.85,105.883,3989.906,6.567,66.11521739130436,66.6572463768116,0.0062500000931322575,4.999999873689376e-05,683.45166,-0.016308201,683.4679,-2.1287374e-09,0.017455567,11.047915,0.0
-308.72639760787985,-377.6699601777178,-342.0476932210594,400.0,61,25200,False,882000,2203,35,774b24d199954f7685399f3f1314ee19,2020-12-01_03-17-42,1606772862,192.46606492996216,7036.029768228531,9587,Rambo,192.168.1.15,7036.029768228531,882000,35,5,42ffd60e,0,33.10187071764204,3.528566701775988,1.648805371909944,878080,882000,189961.772,100.53,3740.631,6.09,65.86861313868613,66.81569343065694,0.0062500000931322575,4.999999873689376e-05,688.0098,-0.015008423,688.0247,-1.824632e-09,0.014311564,11.104056,0.0
-314.5850689174506,-379.20354113502174,-345.4999183618891,400.0,65,25200,False,907200,2268,36,774b24d199954f7685399f3f1314ee19,2020-12-01_03-20-57,1606773057,194.96558690071106,7230.995355129242,9587,Rambo,192.168.1.15,7230.995355129242,907200,36,5,42ffd60e,0,33.066206816820184,3.5278408490204622,1.6461132859099754,903168,907200,189858.434,99.936,3952.564,5.975,65.87374100719425,67.0021582733813,0.0062500000931322575,4.999999873689376e-05,727.2969,-0.016961826,727.3137,2.1287374e-09,0.017158685,10.926127,0.0
-308.4140554894069,-396.4115470737777,-343.24509341950085,400.0,61,25200,False,932400,2329,37,774b24d199954f7685399f3f1314ee19,2020-12-01_03-24-08,1606773248,191.53679966926575,7422.532154798508,9587,Rambo,192.168.1.15,7422.532154798508,932400,37,5,42ffd60e,0,33.03768974565166,3.5258698224954004,1.6438880095379524,928256,932400,189582.003,96.335,3913.609,6.393,65.83357664233577,67.17299270072994,0.0062500000931322575,4.999999873689376e-05,723.7213,-0.016517656,723.73773,-4.865685e-09,0.016870193,11.031446,0.0
-310.73204299273397,-396.4115470737777,-341.45909860950474,400.0,65,25200,False,957600,2394,38,774b24d199954f7685399f3f1314ee19,2020-12-01_03-27-22,1606773442,194.11914443969727,7616.651299238205,9587,Rambo,192.168.1.15,7616.651299238205,957600,38,5,42ffd60e,0,33.01227772588905,3.525058255982178,1.6417314200201552,953344,957600,189535.218,96.217,3877.563,6.164,65.97184115523464,67.29927797833936,0.0062500000931322575,4.999999873689376e-05,771.6368,-0.015616845,771.65234,-5.169791e-09,0.01614532,10.745393,0.0
-312.7089572748933,-378.7451687172814,-336.8498732009413,400.0,61,25200,False,982800,2455,39,774b24d199954f7685399f3f1314ee19,2020-12-01_03-30-39,1606773639,196.20274448394775,7812.854043722153,9587,Rambo,192.168.1.15,7812.854043722153,982800,39,5,42ffd60e,0,32.99209130229177,3.5233507883711632,1.6400929251718173,978432,982800,189610.506,100.244,3857.976,5.873,65.51648745519712,67.50322580645162,0.0062500000931322575,4.999999873689376e-05,757.3091,-0.015795613,757.3247,-1.0643687e-08,0.018183285,10.74788,0.0
-309.49541164147814,-369.1715637272921,-336.48223278902486,400.0,65,25200,False,1008000,2520,40,774b24d199954f7685399f3f1314ee19,2020-12-01_03-33-52,1606773832,193.44942784309387,8006.303471565247,9587,Rambo,192.168.1.15,8006.303471565247,1008000,40,5,42ffd60e,0,32.95740638224857,3.522682930249879,1.6376516912276748,1003520,1008000,189409.298,104.628,4061.956,5.604,65.46413043478262,67.52789855072463,0.0062500000931322575,4.999999873689376e-05,820.38055,-0.015949436,820.39636,-1.5205267e-09,0.016065994,10.706135,0.0
-299.7303431321048,-371.72209887558665,-339.4579249936869,400.0,61,25200,False,1033200,2581,41,774b24d199954f7685399f3f1314ee19,2020-12-01_03-37-06,1606774026,193.4967803955078,8199.800251960754,9587,Rambo,192.168.1.15,8199.800251960754,1033200,41,5,42ffd60e,0,32.93509700568668,3.5210788809875906,1.6360544222174054,1028608,1033200,189419.827,106.812,3831.095,5.743,66.04565217391304,67.77028985507246,0.0062500000931322575,4.999999873689376e-05,814.0581,-0.015953925,814.074,-7.298528e-09,0.015024621,10.700766,0.0
-302.26404136386,-391.001390400671,-342.7003454372365,400.0,65,25200,False,1058400,2646,42,774b24d199954f7685399f3f1314ee19,2020-12-01_03-40-20,1606774220,194.73971962928772,8394.539971590042,9587,Rambo,192.168.1.15,8394.539971590042,1058400,42,5,42ffd60e,0,32.90837095104741,3.520800893422794,1.6340908976692738,1053696,1058400,189580.893,110.05,3933.521,5.746,65.93812949640288,67.50071942446043,0.0062500000931322575,4.999999873689376e-05,882.9316,-0.017509924,882.949,-1.0643687e-08,0.019009503,10.531382,0.0
-312.7855261104792,-391.001390400671,-340.5364171058515,400.0,61,25200,False,1083600,2707,43,774b24d199954f7685399f3f1314ee19,2020-12-01_03-43-35,1606774415,194.48411464691162,8589.024086236954,9587,Rambo,192.168.1.15,8589.024086236954,1083600,43,5,42ffd60e,0,32.889087898457355,3.518368508811559,1.6325012975927269,1078784,1083600,189721.513,109.677,4003.322,5.733,65.66223021582734,66.74928057553957,0.0062500000931322575,4.999999873689376e-05,864.9615,-0.016518956,864.9779,3.0410532e-10,0.016479746,10.5205555,0.0
-311.19593028213075,-373.05713076467026,-336.53297592911593,400.0,65,25200,False,1108800,2772,44,774b24d199954f7685399f3f1314ee19,2020-12-01_03-46-48,1606774608,193.45789051055908,8782.481976747513,9587,Rambo,192.168.1.15,8782.481976747513,1108800,44,5,42ffd60e,0,32.86332010056082,3.5182664257139957,1.630513096444843,1103872,1108800,189897.647,103.936,3872.71,5.42,65.92327272727273,66.9410909090909,0.0062500000931322575,4.999999873689376e-05,914.717,-0.016938843,914.73376,5.473896e-09,0.01589137,10.533466,0.0
